"Date","volume","tdc_gross"
2013-01-29,"15",0.0589777179454953
2013-01-29,"20",0.0392938249462619
2013-01-29,"25",0.0413163647877032
2013-01-29,"35",0.0577459475065291
2013-01-29,"5",0.0311374965894942
2013-01-30,"10",0.0351474206875653
2013-01-30,"1000",0.090606139664493
2013-01-30,"15",0.0572547285182792
2013-01-30,"20",0.0396586508427594
2013-01-30,"25",0.0423752430303621
2013-01-30,"35",0.0572577104380812
2013-01-30,"5",0.0320239846050074
2013-01-31,"10",0.0485932025995548
2013-01-31,"1000",0.116943732626347
2013-01-31,"15",0.0760554810507556
2013-01-31,"20",0.0543900306903291
2013-01-31,"25",0.0588049654941097
2013-01-31,"35",0.0725048423723236
2013-01-31,"5",0.045048340163502
2013-02-01,"10",0.0281873602870829
2013-02-01,"1000",0.0590920514633143
2013-02-01,"15",0.045546686366024
2013-02-01,"20",0.0320471125597126
2013-02-01,"25",0.0351060076404385
2013-02-01,"35",0.0429205864013815
2013-02-01,"5",0.0283563508091244
2013-02-02,"10",0.0328051893462591
2013-02-02,"1000",0.0646710825382413
2013-02-02,"15",0.0518910797062307
2013-02-02,"20",0.0373526419219254
2013-02-02,"25",0.0407441092560721
2013-02-02,"35",0.0500795954351026
2013-02-02,"5",0.0324541073843638
2013-02-03,"10",0.0526297874909645
2013-02-03,"1000",0.103831065671107
2013-02-03,"15",0.0818570640913986
2013-02-03,"20",0.060467073721236
2013-02-03,"25",0.0660296244318466
2013-02-03,"35",0.0801233914039122
2013-02-03,"5",0.0504378140347592
2013-02-04,"10",0.0632674153657123
2013-02-04,"1000",0.118064963387964
2013-02-04,"15",0.0943882303183484
2013-02-04,"20",0.0691721161526703
2013-02-04,"25",0.0790065087838009
2013-02-04,"35",0.0935624816989112
2013-02-04,"5",0.0582325938630395
2013-02-05,"10",0.0724854126195004
2013-02-05,"1000",0.136383484940735
2013-02-05,"15",0.105712779399386
2013-02-05,"20",0.0793988818923197
2013-02-05,"25",0.090936322192375
2013-02-05,"35",0.109411090136175
2013-02-05,"5",0.0658927136164747
2013-02-06,"10",0.0828331783965875
2013-02-06,"1000",0.150972706066083
2013-02-06,"15",0.115154673090933
2013-02-06,"20",0.0860148659206276
2013-02-06,"25",0.100997528217007
2013-02-06,"35",0.123729036258291
2013-02-06,"5",0.0709761494155036
2013-02-07,"10",0.087098551991156
2013-02-07,"1000",0.155980360311928
2013-02-07,"15",0.118362723197409
2013-02-07,"20",0.0877073954101336
2013-02-07,"25",0.10317846352048
2013-02-07,"35",0.126918803421244
2013-02-07,"5",0.0708731428837079
2013-02-08,"10",0.0839967901830418
2013-02-08,"1000",0.150116392347937
2013-02-08,"15",0.105847255303747
2013-02-08,"20",0.0802676082099147
2013-02-08,"25",0.0969129204040249
2013-02-08,"35",0.120762106145097
2013-02-08,"5",0.0653610328196842
2013-02-09,"10",0.08498994357888
2013-02-09,"1000",0.146043970478365
2013-02-09,"15",0.104647154548129
2013-02-09,"20",0.0788032606402488
2013-02-09,"25",0.0952238785619021
2013-02-09,"35",0.123428474538296
2013-02-09,"5",0.0637389896678141
2013-02-10,"10",0.0794363527707776
2013-02-10,"1000",0.141334263097086
2013-02-10,"15",0.0938141164745674
2013-02-10,"20",0.0706579380886536
2013-02-10,"25",0.0894293881895304
2013-02-10,"35",0.116989043074674
2013-02-10,"5",0.0582629794244513
2013-02-11,"10",0.0633218041756176
2013-02-11,"1000",0.102276017692042
2013-02-11,"15",0.0718321701004111
2013-02-11,"20",0.0534078651918353
2013-02-11,"25",0.067636138227321
2013-02-11,"35",0.0928068486349328
2013-02-11,"5",0.0473309736074543
2013-02-12,"10",0.0549913771542711
2013-02-12,"1000",0.0891034830047443
2013-02-12,"15",0.0613390677588629
2013-02-12,"20",0.0453231448795372
2013-02-12,"25",0.0585687915231902
2013-02-12,"35",0.0812155505099123
2013-02-12,"5",0.0407155383715875
2013-02-13,"10",0.0941290711076736
2013-02-13,"1000",0.180243915636225
2013-02-13,"15",0.104818716714639
2013-02-13,"20",0.0803781124699627
2013-02-13,"25",0.102931021397205
2013-02-13,"35",0.145522295764971
2013-02-13,"5",0.0674005492118223
2013-02-14,"10",0.105846958106882
2013-02-14,"1000",0.217125646577848
2013-02-14,"15",0.119793673269537
2013-02-14,"20",0.0896224456921732
2013-02-14,"25",0.11930107118045
2013-02-14,"35",0.169274537544903
2013-02-14,"5",0.0769348357404828
2013-02-15,"10",0.0947953311860741
2013-02-15,"1000",0.186141468716374
2013-02-15,"15",0.103764976887079
2013-02-15,"20",0.0768431320231447
2013-02-15,"25",0.103039637193954
2013-02-15,"35",0.149731012785869
2013-02-15,"5",0.0691196257609628
2013-02-16,"10",0.0942502942198343
2013-02-16,"1000",0.197473257710398
2013-02-16,"15",0.10483337543829
2013-02-16,"20",0.077542617676956
2013-02-16,"25",0.105477535895294
2013-02-16,"35",0.153715347374008
2013-02-16,"5",0.0697884189263344
2013-02-17,"10",0.111390089937617
2013-02-17,"1000",0.255774337830232
2013-02-17,"15",0.128536765402706
2013-02-17,"20",0.0950269615257086
2013-02-17,"25",0.130940013692311
2013-02-17,"35",0.187021926810691
2013-02-17,"5",0.0845555078083749
2013-02-18,"10",0.104176049918293
2013-02-18,"1000",0.246617396196698
2013-02-18,"15",0.121416104864765
2013-02-18,"20",0.0895095085559364
2013-02-18,"25",0.122577777934424
2013-02-18,"35",0.176324276056685
2013-02-18,"5",0.0793951471608673
2013-02-19,"10",0.121801053534032
2013-02-19,"1000",0.301568539359684
2013-02-19,"15",0.144967013796272
2013-02-19,"20",0.106372856806966
2013-02-19,"25",0.145924210547257
2013-02-19,"35",0.204542938842714
2013-02-19,"5",0.0941379088603729
2013-02-20,"10",0.111299696884166
2013-02-20,"1000",0.272394906252542
2013-02-20,"15",0.134617128122585
2013-02-20,"20",0.0961587602639102
2013-02-20,"25",0.13675001550398
2013-02-20,"35",0.189145774976586
2013-02-20,"5",0.0866905216767435
2013-02-21,"10",0.114907518702041
2013-02-21,"1000",0.293417917147273
2013-02-21,"15",0.14231850732832
2013-02-21,"20",0.101442807176379
2013-02-21,"25",0.143791123739699
2013-02-21,"35",0.191701046698636
2013-02-21,"5",0.0910047867165706
2013-02-22,"10",0.111051890695504
2013-02-22,"1000",0.285875736432445
2013-02-22,"15",0.137275055274786
2013-02-22,"20",0.097801392771614
2013-02-22,"25",0.140989874375679
2013-02-22,"35",0.185099096000498
2013-02-22,"5",0.0881235363714391
2013-02-23,"10",0.0602221827922598
2013-02-23,"1000",0.144313843085928
2013-02-23,"15",0.0753162798710205
2013-02-23,"20",0.0528694813851238
2013-02-23,"25",0.0759701249546102
2013-02-23,"35",0.0996665701270132
2013-02-23,"5",0.0505513543598542
2013-02-24,"10",0.1170332213668
2013-02-24,"1000",0.326864578400344
2013-02-24,"15",0.150788312938181
2013-02-24,"20",0.10707256739012
2013-02-24,"25",0.153727280777581
2013-02-24,"35",0.198232588679859
2013-02-24,"5",0.0942973937945487
2013-02-25,"10",0.10396738572143
2013-02-25,"1000",0.295140388082402
2013-02-25,"15",0.136336541622352
2013-02-25,"20",0.0945328524279093
2013-02-25,"25",0.137905370865142
2013-02-25,"35",0.178956225221072
2013-02-25,"5",0.0842980313692373
2013-02-26,"10",0.105190581926573
2013-02-26,"1000",0.311517856861177
2013-02-26,"15",0.138067292739688
2013-02-26,"20",0.0958560222753427
2013-02-26,"25",0.139871754190825
2013-02-26,"35",0.1850061800975
2013-02-26,"5",0.0852308265380184
2013-02-27,"10",0.115173294492383
2013-02-27,"1000",0.351677704623781
2013-02-27,"15",0.152402630730869
2013-02-27,"20",0.103608987915394
2013-02-27,"25",0.153481748446207
2013-02-27,"35",0.20702230545261
2013-02-27,"5",0.091191140610258
2013-02-28,"10",0.0810348101946969
2013-02-28,"1000",0.232963874794554
2013-02-28,"15",0.105396098749723
2013-02-28,"20",0.0709481460211253
2013-02-28,"25",0.104998940072071
2013-02-28,"35",0.145693786751661
2013-02-28,"5",0.066807191366138
2013-03-01,"10",0.0510741393538562
2013-03-01,"1000",0.138107855279687
2013-03-01,"15",0.0640176881419029
2013-03-01,"20",0.042906842906906
2013-03-01,"25",0.0626484849482761
2013-03-01,"35",0.09254211892711
2013-03-01,"5",0.042562400195569
2013-03-02,"10",0.0719069893797913
2013-03-02,"1000",0.216464232700382
2013-03-02,"15",0.0927249601681685
2013-03-02,"20",0.0615534706223289
2013-03-02,"25",0.0898053364778289
2013-03-02,"35",0.136254811059388
2013-03-02,"5",0.0572607759738667
2013-03-03,"10",0.085396006222122
2013-03-03,"1000",0.26113926924086
2013-03-03,"15",0.109520058160731
2013-03-03,"20",0.0724793785414274
2013-03-03,"25",0.105814392927914
2013-03-03,"35",0.165636199929104
2013-03-03,"5",0.0682056425332413
2013-03-04,"10",0.114001645706463
2013-03-04,"1000",0.392239044369433
2013-03-04,"15",0.147236685692516
2013-03-04,"20",0.0984108904955093
2013-03-04,"25",0.143178531424293
2013-03-04,"35",0.225890717201949
2013-03-04,"5",0.0871215276463886
2013-03-05,"10",0.123382105695988
2013-03-05,"1000",0.440594274331429
2013-03-05,"15",0.15958147732069
2013-03-05,"20",0.106697282193497
2013-03-05,"25",0.155364239466001
2013-03-05,"35",0.248343323492125
2013-03-05,"5",0.0939337872972074
2013-03-06,"10",0.12303730430567
2013-03-06,"1000",0.44230963883264
2013-03-06,"15",0.159224524192859
2013-03-06,"20",0.104064692408915
2013-03-06,"25",0.151685464580309
2013-03-06,"35",0.246304409377
2013-03-06,"5",0.0908601738470863
2013-03-07,"10",0.125122259219148
2013-03-07,"1000",0.469474525126564
2013-03-07,"15",0.162714582833899
2013-03-07,"20",0.106436684902357
2013-03-07,"25",0.154905982798579
2013-03-07,"35",0.251396059454909
2013-03-07,"5",0.0920395184808942
2013-03-08,"10",0.107742975933547
2013-03-08,"1000",0.405085827659153
2013-03-08,"15",0.139392022168642
2013-03-08,"20",0.0927902816599904
2013-03-08,"25",0.132287166315787
2013-03-08,"35",0.215882276428117
2013-03-08,"5",0.0800653154237323
2013-03-09,"10",0.119921050866858
2013-03-09,"1000",0.473625392080887
2013-03-09,"15",0.155351460047824
2013-03-09,"20",0.103520378447999
2013-03-09,"25",0.147967214698159
2013-03-09,"35",0.24385852834453
2013-03-09,"5",0.0869488159821487
2013-03-10,"10",0.118283438577372
2013-03-10,"1000",0.49023202312868
2013-03-10,"15",0.158848624211052
2013-03-10,"20",0.103719682310677
2013-03-10,"25",0.148251043332682
2013-03-10,"35",0.244403216507117
2013-03-10,"5",0.0871939011345367
2013-03-11,"10",0.104486141627781
2013-03-11,"1000",0.437568556138379
2013-03-11,"15",0.139462138851578
2013-03-11,"20",0.0908617430829388
2013-03-11,"25",0.132036380297407
2013-03-11,"35",0.218022703543198
2013-03-11,"5",0.0776120410928031
2013-03-12,"10",0.11041917311684
2013-03-12,"1000",0.480910103312106
2013-03-12,"15",0.147712011562094
2013-03-12,"20",0.096395261343223
2013-03-12,"25",0.142274539779296
2013-03-12,"35",0.234754064602231
2013-03-12,"5",0.0817300884685275
2013-03-13,"10",0.117235510363571
2013-03-13,"1000",0.559026456837164
2013-03-13,"15",0.164561722739799
2013-03-13,"20",0.105331390732231
2013-03-13,"25",0.157005834527559
2013-03-13,"35",0.25911260529889
2013-03-13,"5",0.0875313148206043
2013-03-14,"10",0.0838168988955744
2013-03-14,"1000",0.372404508303978
2013-03-14,"15",0.116099599948393
2013-03-14,"20",0.0736104531631028
2013-03-14,"25",0.112011905461692
2013-03-14,"35",0.188986944099508
2013-03-14,"5",0.0668841610252957
2013-03-15,"10",0.076842335842665
2013-03-15,"1000",0.353297435900607
2013-03-15,"15",0.106237853409739
2013-03-15,"20",0.0673729835348095
2013-03-15,"25",0.10410312489594
2013-03-15,"35",0.175704613775394
2013-03-15,"5",0.0614963871614326
2013-03-16,"10",0.11414488489746
2013-03-16,"1000",0.601906884297846
2013-03-16,"15",0.16139655130623
2013-03-16,"20",0.10109190327208
2013-03-16,"25",0.161321938668525
2013-03-16,"35",0.272392653195172
2013-03-16,"5",0.0902116045443515
2013-03-17,"10",0.0982588984812476
2013-03-17,"1000",0.553058847906161
2013-03-17,"15",0.147837859867595
2013-03-17,"20",0.0907763551291667
2013-03-17,"25",0.141575513816886
2013-03-17,"35",0.25290762984256
2013-03-17,"5",0.0791701341484243
2013-03-18,"10",0.0906805775019652
2013-03-18,"1000",0.547559372712768
2013-03-18,"15",0.140179150160145
2013-03-18,"20",0.0855199096881723
2013-03-18,"25",0.134107291734166
2013-03-18,"35",0.242975999282068
2013-03-18,"5",0.072619007873908
2013-03-19,"10",0.0916981839720002
2013-03-19,"1000",0.555204892207822
2013-03-19,"15",0.138624933560846
2013-03-19,"20",0.0851681713740938
2013-03-19,"25",0.134796038334616
2013-03-19,"35",0.244037874583262
2013-03-19,"5",0.0738042358565544
2013-03-20,"10",0.0981462049857997
2013-03-20,"1000",0.621131408759318
2013-03-20,"15",0.150343074556726
2013-03-20,"20",0.0909504128079029
2013-03-20,"25",0.14496207473748
2013-03-20,"35",0.263020392147502
2013-03-20,"5",0.0786938308333479
2013-03-21,"10",0.094356903274165
2013-03-21,"1000",0.590727616646839
2013-03-21,"15",0.14272894046781
2013-03-21,"20",0.0859850474983549
2013-03-21,"25",0.137835795366268
2013-03-21,"35",0.251850276942495
2013-03-21,"5",0.0761741596017132
2013-03-22,"10",0.0969346354522478
2013-03-22,"1000",0.581540139881049
2013-03-22,"15",0.143589480352895
2013-03-22,"20",0.0840561334963406
2013-03-22,"25",0.138417841447964
2013-03-22,"35",0.253641700132943
2013-03-22,"5",0.0775040647640817
2013-03-23,"10",0.105002506715606
2013-03-23,"1000",0.648291100042203
2013-03-23,"15",0.153212630705622
2013-03-23,"20",0.0899886248367403
2013-03-23,"25",0.148379865015499
2013-03-23,"35",0.274968801960306
2013-03-23,"5",0.0822692204876542
2013-03-24,"10",0.11073726932321
2013-03-24,"1000",0.730132926257002
2013-03-24,"15",0.165922153409916
2013-03-24,"20",0.0961439052044586
2013-03-24,"25",0.158648179342664
2013-03-24,"35",0.292698514633868
2013-03-24,"5",0.0843368808620077
2013-03-25,"10",0.109868724238281
2013-03-25,"1000",0.754223030004691
2013-03-25,"15",0.165211388988347
2013-03-25,"20",0.0959087380364769
2013-03-25,"25",0.158127773660794
2013-03-25,"35",0.295665621215956
2013-03-25,"5",0.0834900274365308
2013-03-26,"10",0.101500426621032
2013-03-26,"1000",0.684749927741249
2013-03-26,"15",0.150730423999863
2013-03-26,"20",0.08727811510151
2013-03-26,"25",0.144243056965342
2013-03-26,"35",0.270904692536267
2013-03-26,"5",0.0782419928962252
2013-03-27,"10",0.0901776871138702
2013-03-27,"1000",0.629295403887828
2013-03-27,"15",0.136592511935897
2013-03-27,"20",0.0775464946387583
2013-03-27,"25",0.128037273960301
2013-03-27,"35",0.242991403834526
2013-03-27,"5",0.0694231586253806
2013-03-28,"10",0.0919157676395193
2013-03-28,"1000",0.659209480964977
2013-03-28,"15",0.139486930246841
2013-03-28,"20",0.0773841664202929
2013-03-28,"25",0.131992023881388
2013-03-28,"35",0.246762810294353
2013-03-28,"5",0.0692515725008903
2013-03-29,"10",0.0936455269277637
2013-03-29,"1000",0.758595793759519
2013-03-29,"15",0.150691089510128
2013-03-29,"20",0.0840310741362371
2013-03-29,"25",0.139812703542848
2013-03-29,"35",0.270273570583273
2013-03-29,"5",0.0712636055555289
2013-03-30,"10",0.0966368830857825
2013-03-30,"1000",0.800612352861824
2013-03-30,"15",0.15373008683979
2013-03-30,"20",0.086093563480572
2013-03-30,"25",0.146410210668916
2013-03-30,"35",0.278918898133631
2013-03-30,"5",0.0734757205042992
2013-03-31,"10",0.0844009737004191
2013-03-31,"1000",0.68053136122049
2013-03-31,"15",0.130271421197937
2013-03-31,"20",0.0727164493517185
2013-03-31,"25",0.126064191307925
2013-03-31,"35",0.23572839041103
2013-03-31,"5",0.0647756265582749
2013-04-01,"10",0.0963406512143238
2013-04-01,"1000",0.853147935406411
2013-04-01,"15",0.153686404051585
2013-04-01,"20",0.0861600270387221
2013-04-01,"25",0.150256700665498
2013-04-01,"35",0.28180594027392
2013-04-01,"5",0.0732015932003103
2013-04-02,"10",0.096802031130585
2013-04-02,"1000",0.890284122776743
2013-04-02,"15",0.156128218362047
2013-04-02,"20",0.0873164317712078
2013-04-02,"25",0.151005821205756
2013-04-02,"35",0.285780651209567
2013-04-02,"5",0.0734001890439658
2013-04-03,"10",0.0491702533202734
2013-04-03,"1000",0.383842982021493
2013-04-03,"15",0.0748695585307945
2013-04-03,"20",0.0412752890193736
2013-04-03,"25",0.0726595409981918
2013-04-03,"35",0.139351753024176
2013-04-03,"5",0.0385264301615753
2013-04-04,"10",0.0576604801894619
2013-04-04,"1000",0.500310534144513
2013-04-04,"15",0.0900433113563003
2013-04-04,"20",0.0500794685686434
2013-04-04,"25",0.0890501460934146
2013-04-04,"35",0.168128379622821
2013-04-04,"5",0.0442068923162817
2013-04-05,"10",0.0791790923695609
2013-04-05,"1000",0.75627210692653
2013-04-05,"15",0.123653045997528
2013-04-05,"20",0.0704982890459276
2013-04-05,"25",0.124544700271328
2013-04-05,"35",0.237572404426672
2013-04-05,"5",0.0584480420746518
2013-04-06,"10",0.0787927378275647
2013-04-06,"1000",0.774558578822687
2013-04-06,"15",0.125164620526061
2013-04-06,"20",0.0712312160730126
2013-04-06,"25",0.125751349166472
2013-04-06,"35",0.240547998197707
2013-04-06,"5",0.058191982247849
2013-04-07,"10",0.0809837912821644
2013-04-07,"1000",0.850269906092865
2013-04-07,"15",0.129605552131443
2013-04-07,"20",0.0748841831254048
2013-04-07,"25",0.130275786090749
2013-04-07,"35",0.256030677107232
2013-04-07,"5",0.0582702941012011
2013-04-08,"10",0.0858188494166031
2013-04-08,"1000",0.927156099595404
2013-04-08,"15",0.137107211624277
2013-04-08,"20",0.0794113616121488
2013-04-08,"25",0.138852765662837
2013-04-08,"35",0.271007098338507
2013-04-08,"5",0.0601409480802138
2013-04-09,"10",0.0806005866526997
2013-04-09,"1000",0.847258272702607
2013-04-09,"15",0.126180846959122
2013-04-09,"20",0.0730986932975712
2013-04-09,"25",0.128884943372907
2013-04-09,"35",0.249735826287115
2013-04-09,"5",0.0558976939849199
2013-04-10,"10",0.0822081783092739
2013-04-10,"1000",0.926235490450606
2013-04-10,"15",0.130508258870984
2013-04-10,"20",0.0754453001632867
2013-04-10,"25",0.133199233939756
2013-04-10,"35",0.26270842953054
2013-04-10,"5",0.0563358520127137
2013-04-11,"10",0.0843357660719574
2013-04-11,"1000",0.962257509658797
2013-04-11,"15",0.133946454941317
2013-04-11,"20",0.0772842765786677
2013-04-11,"25",0.134518701862005
2013-04-11,"35",0.268769849688338
2013-04-11,"5",0.0552268749645509
2013-04-12,"10",0.0821710695237296
2013-04-12,"1000",0.944276496318337
2013-04-12,"15",0.127692891827444
2013-04-12,"20",0.0738723354007329
2013-04-12,"25",0.130812224706546
2013-04-12,"35",0.261674905725233
2013-04-12,"5",0.0538232601972483
2013-04-13,"10",0.0843766218669927
2013-04-13,"1000",1.03282175030435
2013-04-13,"15",0.135788530272586
2013-04-13,"20",0.0785154463193546
2013-04-13,"25",0.136182647186071
2013-04-13,"35",0.278220889710276
2013-04-13,"5",0.0545981456334395
2013-04-14,"10",0.0823324082433239
2013-04-14,"1000",1.019693898599
2013-04-14,"15",0.134449729048503
2013-04-14,"20",0.0775398220804315
2013-04-14,"25",0.132661092997704
2013-04-14,"35",0.27106522532967
2013-04-14,"5",0.0531048108803684
2013-04-15,"10",0.0715622706981471
2013-04-15,"1000",0.881742905371778
2013-04-15,"15",0.114831601469985
2013-04-15,"20",0.0677010214760973
2013-04-15,"25",0.115325490036417
2013-04-15,"35",0.237131168067647
2013-04-15,"5",0.0461622113109095
2013-04-16,"10",0.0463041122306182
2013-04-16,"1000",0.561221209780682
2013-04-16,"15",0.0738826590292022
2013-04-16,"20",0.0441681092897181
2013-04-16,"25",0.0738464245698571
2013-04-16,"35",0.154698080222535
2013-04-16,"5",0.0303416995544593
2013-04-17,"10",0.0658681803860015
2013-04-17,"1000",0.906258325305405
2013-04-17,"15",0.112635521517706
2013-04-17,"20",0.069190848731872
2013-04-17,"25",0.110308841087499
2013-04-17,"35",0.235479050517599
2013-04-17,"5",0.0428541419114719
2013-04-18,"10",0.0702154911801649
2013-04-18,"1000",1.00021987649222
2013-04-18,"15",0.11988331145775
2013-04-18,"20",0.0753543451731543
2013-04-18,"25",0.118645384464378
2013-04-18,"35",0.252816472301345
2013-04-18,"5",0.0464975611681844
2013-04-19,"10",0.0529819841821356
2013-04-19,"1000",0.786836260822106
2013-04-19,"15",0.095255854594315
2013-04-19,"20",0.0612646547455421
2013-04-19,"25",0.0930821504320014
2013-04-19,"35",0.201751820020075
2013-04-19,"5",0.0358714581219703
2013-04-20,"10",0.0439279454912592
2013-04-20,"1000",0.657720071573748
2013-04-20,"15",0.0789409409911213
2013-04-20,"20",0.053329093413731
2013-04-20,"25",0.0791503986620349
2013-04-20,"35",0.172247177889605
2013-04-20,"5",0.031392490987908
2013-04-21,"10",0.0524078313737008
2013-04-21,"1000",0.869343733620789
2013-04-21,"15",0.100188358031844
2013-04-21,"20",0.0673917058947002
2013-04-21,"25",0.0983115961990841
2013-04-21,"35",0.214906553879184
2013-04-21,"5",0.036696459865819
2013-04-22,"10",0.0516335813893324
2013-04-22,"1000",0.850308289297861
2013-04-22,"15",0.0962322592693866
2013-04-22,"20",0.0678648689650295
2013-04-22,"25",0.096596765933954
2013-04-22,"35",0.208284220474351
2013-04-22,"5",0.0372525014700935
2013-04-23,"10",0.0546096918123173
2013-04-23,"1000",0.922168479086477
2013-04-23,"15",0.102074500415392
2013-04-23,"20",0.0736452955259606
2013-04-23,"25",0.104623356760923
2013-04-23,"35",0.223033804696526
2013-04-23,"5",0.0403327907141604
2013-04-24,"10",0.0517416056544442
2013-04-24,"1000",0.915697906670708
2013-04-24,"15",0.100720072509603
2013-04-24,"20",0.0725313826536233
2013-04-24,"25",0.100897990656758
2013-04-24,"35",0.217588797788976
2013-04-24,"5",0.0379299859820717
2013-04-25,"10",0.049576386701525
2013-04-25,"1000",0.88038214203823
2013-04-25,"15",0.0966135567478659
2013-04-25,"20",0.0694891488773263
2013-04-25,"25",0.0966439471772664
2013-04-25,"35",0.208750045286741
2013-04-25,"5",0.0363839455359784
2013-04-26,"10",0.0537870263925946
2013-04-26,"1000",0.94307953203388
2013-04-26,"15",0.100436592197856
2013-04-26,"20",0.0743749665228262
2013-04-26,"25",0.102759231439088
2013-04-26,"35",0.219086748201715
2013-04-26,"5",0.0383292453827343
2013-04-27,"10",0.0530354926577355
2013-04-27,"1000",0.950764285282031
2013-04-27,"15",0.10159373758785
2013-04-27,"20",0.0751558278460063
2013-04-27,"25",0.103939318424109
2013-04-27,"35",0.218812988509384
2013-04-27,"5",0.0388115691295846
2013-04-28,"10",0.0558227557749519
2013-04-28,"1000",0.979657936919933
2013-04-28,"15",0.102919393146768
2013-04-28,"20",0.0778985179897895
2013-04-28,"25",0.108605804965939
2013-04-28,"35",0.22548574998791
2013-04-28,"5",0.0396513959924029
2013-04-29,"10",0.0542088077361471
2013-04-29,"1000",0.955596993572217
2013-04-29,"15",0.100410529463253
2013-04-29,"20",0.0760482602174942
2013-04-29,"25",0.103854299024883
2013-04-29,"35",0.217863444032203
2013-04-29,"5",0.038577026890963
2013-04-30,"10",0.0512421407130244
2013-04-30,"1000",0.864804118698105
2013-04-30,"15",0.0921273115952054
2013-04-30,"20",0.0701648158018339
2013-04-30,"25",0.0957905389218156
2013-04-30,"35",0.198373629401015
2013-04-30,"5",0.0367975879395241
2013-05-01,"10",0.0492950257093122
2013-05-01,"1000",0.864880666531483
2013-05-01,"15",0.0893966029959732
2013-05-01,"20",0.0696828313833516
2013-05-01,"25",0.0947576815057832
2013-05-01,"35",0.196699025546238
2013-05-01,"5",0.0352302169685911
2013-05-02,"10",0.0380970983035391
2013-05-02,"1000",0.702964282985107
2013-05-02,"15",0.0732949363810687
2013-05-02,"20",0.0561644724535134
2013-05-02,"25",0.0728286683602326
2013-05-02,"35",0.159159298181099
2013-05-02,"5",0.0271547245543598
2013-05-03,"10",0.0460860496556816
2013-05-03,"1000",0.857726360831991
2013-05-03,"15",0.0854145976609639
2013-05-03,"20",0.067768951977805
2013-05-03,"25",0.0869945317409561
2013-05-03,"35",0.190616087284988
2013-05-03,"5",0.0316065622039699
2013-05-04,"10",0.0468094571521882
2013-05-04,"1000",0.807838696319338
2013-05-04,"15",0.0826266554836198
2013-05-04,"20",0.0658020287917862
2013-05-04,"25",0.0862727187650011
2013-05-04,"35",0.183209251256683
2013-05-04,"5",0.0324302179575843
2013-05-05,"10",0.0413045526374204
2013-05-05,"1000",0.788520419761901
2013-05-05,"15",0.077655907644255
2013-05-05,"20",0.0627056629262889
2013-05-05,"25",0.0787477946774966
2013-05-05,"35",0.174964616271546
2013-05-05,"5",0.0281865362888471
2013-05-06,"10",0.0385866279331572
2013-05-06,"1000",0.735897022710656
2013-05-06,"15",0.0723987593330373
2013-05-06,"20",0.0585463930645822
2013-05-06,"25",0.0734873510254037
2013-05-06,"35",0.163495379516426
2013-05-06,"5",0.026424519968916
2013-05-07,"10",0.0413913545068151
2013-05-07,"1000",0.745146937922885
2013-05-07,"15",0.0741669101114248
2013-05-07,"20",0.0607288476797681
2013-05-07,"25",0.0778752183673036
2013-05-07,"35",0.167914203191101
2013-05-07,"5",0.0285349745380898
2013-05-08,"10",0.0444592833931228
